record_id,country_code,country_name,region,income_level,date,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,avg_weekly_temp,max_hourly_temp,extreme_heat_hours,avg_humidity,avg_aerosol_depth,max_aerosol_depth
3628,JPN,Japan,East Asia,High,2019-09-01,36.2,138.25,126,-4.26,0.52,22.7,0,0,0,0,81.7,133,76.7,33.5,0.3,21.8,0.0,83.0,70051,64.0,100.0,20.360119047619047,26.45,0,80.27916666666667,0.4292857142857139,0.93
3629,JPN,Japan,East Asia,High,2019-09-08,36.2,138.25,126,-2.52,0.31,15.8,0,0,0,0,75.5,110,76.7,40.6,1.0,9.1,0.0,85.0,70051,65.8,93.1,19.726964285714285,26.93,0,84.73214285714286,0.22666666666666643,0.83
3630,JPN,Japan,East Asia,High,2019-09-15,36.2,138.25,126,-6.34,0.86,46.2,0,0,0,0,45.7,56,65.9,26.4,0.0,10.5,0.0,83.2,70051,65.4,92.9,16.656011904761904,23.6,0,84.84589285714286,0.14708333333333326,0.35
3631,JPN,Japan,East Asia,High,2019-09-22,36.2,138.25,126,-0.09,0.64,16.4,0,0,0,0,36.3,40,51.9,31.5,7.2,11.9,0.0,87.8,70051,70.2,100.0,16.869761904761905,24.31,0,83.78011904761904,0.1633928571428571,0.5
3632,JPN,Japan,East Asia,High,2019-09-29,36.2,138.25,126,-3.25,0.16,38.6,0,0,0,0,48.7,55,68.3,28.5,5.4,13.5,0.0,82.6,70051,65.3,100.0,17.537380952380953,23.32,0,81.25583333333333,0.23285714285714293,0.68
3633,JPN,Japan,East Asia,High,2019-10-06,36.2,138.25,126,-4.28,-0.13,60.1,0,0,0,0,56.3,72,57.5,33.6,0.0,25.1,0.0,82.3,70158,73.1,100.0,14.343095238095238,21.72,0,86.45196428571428,0.23601190476190462,0.79
3634,JPN,Japan,East Asia,High,2019-10-13,36.2,138.25,126,-3.89,0.12,63.2,0,0,0,0,27.5,51,38.6,33.4,4.9,20.6,0.0,80.7,70158,77.2,100.0,11.868333333333334,20.55,0,87.99041666666666,0.14238095238095244,0.34
3635,JPN,Japan,East Asia,High,2019-10-20,36.2,138.25,126,-0.62,0.26,67.3,0,0,0,0,36.2,48,62.0,34.0,5.8,13.3,0.0,83.5,70158,64.0,100.0,10.880833333333333,19.61,0,91.08005952380952,0.15345238095238092,0.53
3636,JPN,Japan,East Asia,High,2019-10-27,36.2,138.25,126,1.23,-0.12,7.2,0,0,0,0,71.4,120,63.7,36.0,6.7,25.5,0.0,78.3,70158,71.6,100.0,8.839642857142858,15.92,0,85.49720238095239,0.19559523809523813,0.61
3637,JPN,Japan,East Asia,High,2019-11-03,36.2,138.25,126,1.48,-0.22,62.7,0,0,0,0,70.6,107,85.0,38.9,1.7,18.9,1.0,88.6,70264,61.8,100.0,6.19904761904762,13.65,0,78.90892857142858,0.12351190476190478,0.63
3638,JPN,Japan,East Asia,High,2019-11-10,36.2,138.25,126,-0.21,0.32,95.4,0,0,0,0,49.9,55,59.7,30.3,4.8,17.8,0.0,84.1,70264,71.1,100.0,5.385952380952381,13.85,0,83.99440476190476,0.21839285714285717,0.72
3639,JPN,Japan,East Asia,High,2019-11-17,36.2,138.25,126,-0.86,-1.0,56.3,0,0,0,0,75.9,133,84.2,26.5,6.2,14.9,0.0,83.6,70264,66.7,100.0,3.8026785714285714,12.6,0,87.09708333333333,0.12428571428571422,0.56
3640,JPN,Japan,East Asia,High,2019-11-24,36.2,138.25,126,-1.35,0.6,73.0,0,0,0,0,52.5,71,81.8,34.7,7.2,18.7,0.0,84.8,70264,71.8,97.1,3.016547619047619,16.15,0,88.35952380952381,0.09285714285714282,0.3
3641,JPN,Japan,East Asia,High,2019-12-01,36.2,138.25,126,-7.1,-0.1,59.8,0,0,0,0,24.2,42,53.0,29.5,3.3,23.2,0.0,91.0,70371,71.5,100.0,0.2806547619047619,13.12,0,84.60577380952381,0.09101190476190463,0.35
3642,JPN,Japan,East Asia,High,2019-12-08,36.2,138.25,126,-0.02,-0.25,29.4,0,0,0,0,12.6,38,50.6,24.9,5.3,15.6,0.0,88.4,70371,62.4,100.0,1.1986309523809524,12.42,0,84.51958333333334,0.12226190476190475,0.42
3643,JPN,Japan,East Asia,High,2019-12-15,36.2,138.25,126,0.71,1.41,109.0,0,0,0,0,37.0,90,40.6,36.0,10.3,16.6,0.7,84.6,70371,65.1,96.7,1.3129166666666667,8.97,0,87.87511904761905,0.14821428571428572,0.5
3644,JPN,Japan,East Asia,High,2019-12-22,36.2,138.25,126,3.47,0.2,61.4,0,0,0,0,24.5,72,60.8,36.6,8.0,15.9,0.6,83.0,70371,66.2,100.0,-1.3600595238095239,5.82,0,88.10238095238095,0.18821428571428558,0.74
3645,JPN,Japan,East Asia,High,2019-12-29,36.2,138.25,126,6.36,-0.7,93.7,0,0,0,0,104.9,146,83.1,24.7,7.7,8.3,0.2,82.9,70371,65.1,100.0,-1.680654761904762,5.16,0,85.18517857142858,0.11053571428571429,0.55
3646,JPN,Japan,East Asia,High,2020-01-05,36.2,138.25,126,2.8,0.31,90.2,0,0,0,0,37.1,48,52.1,38.7,9.5,11.8,0.0,85.7,70478,72.3,95.5,-0.7973214285714286,8.2,0,85.71970238095238,0.11910714285714283,0.78
3647,JPN,Japan,East Asia,High,2020-01-12,36.2,138.25,126,5.46,0.52,157.8,0,0,0,0,0.0,12,58.1,33.1,9.0,16.1,6.3,83.8,70478,70.4,98.9,-1.7776190476190474,4.0,0,85.095,0.1598809523809523,0.59
3648,JPN,Japan,East Asia,High,2020-01-19,36.2,138.25,126,4.05,-0.23,140.3,0,0,0,0,104.0,164,89.5,30.1,6.4,21.0,6.7,91.9,70478,77.7,95.6,-0.7780952380952381,6.72,0,84.64988095238095,0.16773809523809524,0.52
3649,JPN,Japan,East Asia,High,2020-01-26,36.2,138.25,126,7.12,0.17,84.9,0,0,0,0,32.8,58,66.2,33.7,3.6,4.8,0.0,82.2,70478,70.1,100.0,-1.5086904761904762,6.02,0,89.20494047619047,0.04797619047619046,0.16
3650,JPN,Japan,East Asia,High,2020-02-02,36.2,138.25,126,6.3,0.25,98.3,0,0,0,0,28.4,18,50.1,35.9,2.1,21.6,13.0,86.4,70584,66.0,97.8,-4.377857142857143,3.12,0,82.16488095238095,0.14934523809523806,0.49
3651,JPN,Japan,East Asia,High,2020-02-09,36.2,138.25,126,10.93,-0.22,56.8,2,0,0,2,80.0,129,80.5,30.1,6.4,19.1,32.3,84.5,70584,73.5,100.0,-1.2254166666666666,9.84,0,84.01672619047619,0.15261904761904765,0.56
3652,JPN,Japan,East Asia,High,2020-02-16,36.2,138.25,126,9.76,0.03,112.9,2,0,0,2,53.7,71,59.3,24.7,1.2,15.6,26.7,78.0,70584,67.6,94.0,0.38410714285714287,11.24,0,80.24988095238095,0.18982142857142856,0.99
3653,JPN,Japan,East Asia,High,2020-02-23,36.2,138.25,126,10.05,0.17,130.7,2,0,0,2,54.2,100,75.8,33.4,6.3,16.3,34.0,86.3,70584,66.5,96.2,-0.5849404761904762,7.72,0,80.22928571428572,0.298452380952381,1.07
3654,JPN,Japan,East Asia,High,2020-03-01,36.2,138.25,126,7.44,-0.19,132.7,0,0,0,0,31.3,45,48.9,24.2,4.5,10.8,8.3,85.0,70691,75.7,100.0,1.0188095238095238,10.32,0,79.98238095238096,0.23833333333333342,0.72
3655,JPN,Japan,East Asia,High,2020-03-08,36.2,138.25,126,11.14,0.06,118.5,0,0,0,0,15.1,4,32.7,29.7,7.5,19.4,16.2,83.0,70691,57.0,99.3,2.5364285714285715,15.36,0,84.98553571428572,0.26690476190476187,1.62
3656,JPN,Japan,East Asia,High,2020-03-15,36.2,138.25,126,12.32,-0.42,143.3,2,0,0,2,28.5,41,48.7,34.9,0.8,24.7,33.6,83.3,70691,73.2,89.1,0.14976190476190476,11.29,0,80.16315476190476,0.30071428571428577,1.86
3657,JPN,Japan,East Asia,High,2020-03-22,36.2,138.25,126,11.26,-0.29,142.7,0,0,0,0,17.5,30,46.3,33.2,6.8,22.8,15.0,84.0,70691,73.0,100.0,4.083988095238095,17.67,0,75.07095238095238,0.34303571428571455,2.15
3658,JPN,Japan,East Asia,High,2020-03-29,36.2,138.25,126,10.58,0.88,140.0,1,0,0,1,1.9,11,64.0,41.2,2.3,12.1,23.8,84.3,70691,73.0,94.6,2.564702380952381,11.81,0,83.9967261904762,0.2618452380952381,1.1
3659,JPN,Japan,East Asia,High,2020-04-05,36.2,138.25,126,8.44,0.64,102.7,1,0,0,1,35.4,60,72.9,36.7,9.3,9.8,18.0,84.9,70797,69.0,98.9,1.9761309523809525,10.63,0,72.87922619047619,0.3217261904761904,1.31
3660,JPN,Japan,East Asia,High,2020-04-12,36.2,138.25,126,11.65,0.52,83.7,0,0,0,0,36.0,48,68.2,33.2,4.3,29.1,24.4,82.9,70797,62.9,100.0,3.9028571428571426,13.81,0,79.67297619047619,0.32136904761904767,1.17
3661,JPN,Japan,East Asia,High,2020-04-19,36.2,138.25,126,13.24,1.1,142.2,1,0,0,1,88.6,148,66.2,36.0,1.8,17.4,30.2,79.4,70797,68.8,99.3,4.138988095238095,14.63,0,81.17345238095238,0.2699404761904763,0.97
3662,JPN,Japan,East Asia,High,2020-04-26,36.2,138.25,126,9.56,0.94,99.4,1,0,0,1,31.5,51,65.2,35.5,0.8,21.0,30.2,84.6,70797,78.7,96.4,8.656428571428572,22.96,0,72.77821428571428,0.5488690476190475,1.59
3663,JPN,Japan,East Asia,High,2020-05-03,36.2,138.25,126,15.21,0.11,121.5,2,0,0,2,0.0,3,55.9,34.0,5.6,14.9,35.0,85.8,70904,69.5,100.0,11.682559523809525,22.82,0,77.9997619047619,0.4212499999999999,3.17
3664,JPN,Japan,East Asia,High,2020-05-10,36.2,138.25,126,7.12,-0.02,132.9,0,0,0,0,71.3,134,69.3,34.0,5.7,17.7,8.0,79.2,70904,70.4,100.0,12.835,20.81,0,70.72321428571429,0.35333333333333355,1.04
3665,JPN,Japan,East Asia,High,2020-05-17,36.2,138.25,126,9.87,0.88,150.7,1,0,0,1,44.1,55,73.6,34.3,6.8,9.2,23.8,88.4,70904,65.2,96.4,13.68845238095238,21.46,0,82.09220238095239,0.49535714285714266,1.25
3666,JPN,Japan,East Asia,High,2020-05-24,36.2,138.25,126,12.5,-0.43,97.1,1,0,0,1,28.8,31,63.6,29.8,7.6,14.9,25.4,78.4,70904,73.4,99.7,14.530654761904762,22.03,0,74.23690476190475,0.509761904761905,1.8
3667,JPN,Japan,East Asia,High,2020-05-31,36.2,138.25,126,10.65,0.07,98.1,0,0,0,0,103.6,178,91.1,31.7,0.0,16.4,13.0,81.7,70904,71.8,99.0,16.110714285714284,23.97,0,78.30178571428571,0.5628571428571427,1.58
3668,JPN,Japan,East Asia,High,2020-06-07,36.2,138.25,126,10.6,0.76,35.1,1,0,0,1,86.3,123,75.7,35.8,7.0,10.6,12.6,89.8,71011,75.8,95.1,18.57125,26.25,0,79.9342857142857,0.31214285714285683,1.17
3669,JPN,Japan,East Asia,High,2020-06-14,36.2,138.25,126,3.9,0.02,102.3,0,0,0,0,0.0,43,46.1,25.9,1.5,20.1,2.7,86.6,71011,64.3,93.2,16.701607142857142,23.81,0,81.1479761904762,0.4216666666666666,1.22
3670,JPN,Japan,East Asia,High,2020-06-21,36.2,138.25,126,3.38,-0.75,82.1,0,0,0,0,33.5,80,54.8,24.7,5.7,15.5,2.4,84.7,71011,64.9,98.8,18.088511904761905,25.71,0,84.09970238095238,0.4054166666666668,1.28
3671,JPN,Japan,East Asia,High,2020-06-28,36.2,138.25,126,6.01,-0.18,63.8,0,0,0,0,85.8,120,75.2,37.6,5.2,17.1,4.6,80.7,71011,66.3,100.0,18.45732142857143,24.5,0,84.60452380952381,0.4194047619047616,1.46
3672,JPN,Japan,East Asia,High,2020-07-05,36.2,138.25,126,4.33,0.12,84.0,0,0,0,0,86.4,108,76.2,33.8,3.2,23.1,0.0,83.9,71117,71.5,99.4,19.433928571428574,23.89,0,88.97238095238096,0.40785714285714303,1.1
3673,JPN,Japan,East Asia,High,2020-07-12,36.2,138.25,126,1.97,0.1,57.9,0,0,0,0,31.8,52,60.1,27.0,6.0,16.0,5.1,87.4,71117,82.4,100.0,18.313511904761906,23.91,0,87.75339285714286,0.2941071428571429,0.65
3674,JPN,Japan,East Asia,High,2020-07-19,36.2,138.25,126,2.52,0.01,10.5,0,0,0,0,64.8,106,70.6,26.6,3.5,22.9,0.0,82.2,71117,67.5,100.0,19.94672619047619,26.03,0,87.13154761904762,0.4469642857142856,1.28
3675,JPN,Japan,East Asia,High,2020-07-26,36.2,138.25,126,-3.04,0.58,97.9,0,0,0,0,15.7,-25,74.7,30.8,2.1,17.8,0.0,83.1,71117,66.9,100.0,20.351964285714285,25.24,0,87.32928571428572,0.4085714285714285,0.84
3676,JPN,Japan,East Asia,High,2020-08-02,36.2,138.25,126,-2.23,-0.7,98.7,0,0,0,0,54.4,70,70.4,22.1,4.9,21.3,0.0,83.5,71224,68.0,100.0,21.727797619047617,27.2,0,81.77761904761904,0.6445833333333333,1.78
3677,JPN,Japan,East Asia,High,2020-08-09,36.2,138.25,126,-2.69,0.95,21.1,0,0,0,0,65.8,123,86.5,42.4,6.6,20.2,0.0,79.6,71224,73.8,93.6,22.502142857142857,27.66,0,84.55303571428571,0.32327380952380924,1.04
3678,JPN,Japan,East Asia,High,2020-08-16,36.2,138.25,126,-3.19,1.06,35.9,0,0,0,0,43.4,69,72.0,41.5,1.6,17.8,0.0,85.9,71224,71.6,100.0,23.08970238095238,28.67,0,79.24416666666667,0.33113095238095247,0.79
3679,JPN,Japan,East Asia,High,2020-08-23,36.2,138.25,126,-2.93,0.69,77.2,0,0,0,0,66.8,92,77.2,39.5,3.5,19.0,0.0,87.8,71224,72.0,99.6,21.722559523809522,27.56,0,81.98696428571428,0.2045833333333334,0.42
3680,JPN,Japan,East Asia,High,2020-08-30,36.2,138.25,126,-4.45,-0.73,22.1,0,0,0,0,31.1,48,53.1,31.7,2.0,23.7,0.0,83.3,71224,68.0,100.0,21.90702380952381,26.99,0,86.72130952380952,0.22833333333333342,0.41
3681,JPN,Japan,East Asia,High,2020-09-06,36.2,138.25,126,-3.89,0.5,59.1,0,0,0,0,45.4,88,64.9,35.2,7.8,6.2,0.0,88.7,71331,67.1,100.0,19.45940476190476,25.1,0,87.03589285714285,0.22214285714285711,0.37
3682,JPN,Japan,East Asia,High,2020-09-13,36.2,138.25,126,-8.01,-0.09,74.5,0,0,0,0,1.6,8,55.0,32.2,1.6,18.1,0.0,83.6,71331,75.5,94.7,18.250416666666666,24.02,0,85.72119047619047,0.3227380952380952,0.68
3683,JPN,Japan,East Asia,High,2020-09-20,36.2,138.25,126,-0.31,0.68,0.0,0,1,0,1,52.4,91,69.4,36.0,5.9,17.9,0.0,83.8,71331,62.9,93.0,14.68845238095238,20.84,0,87.56351190476191,0.2742857142857143,0.88
3684,JPN,Japan,East Asia,High,2020-09-27,36.2,138.25,126,-2.99,0.9,54.8,0,0,0,0,28.8,61,75.6,24.8,4.7,19.8,0.0,77.9,71331,63.8,95.6,13.604226190476192,20.34,0,85.49690476190476,0.24315476190476182,0.9
3685,JPN,Japan,East Asia,High,2020-10-04,36.2,138.25,126,-2.67,0.8,80.9,0,0,0,0,43.1,69,73.6,32.9,2.2,15.5,0.0,79.4,71437,66.4,100.0,11.26470238095238,20.05,0,89.41047619047619,0.2253571428571429,0.87
3686,JPN,Japan,East Asia,High,2020-10-11,36.2,138.25,126,-4.94,0.32,44.7,0,0,0,0,32.7,60,62.4,21.2,6.4,16.2,0.0,84.1,71437,65.9,95.0,12.489464285714286,21.88,0,88.06916666666667,0.18761904761904766,0.38
3687,JPN,Japan,East Asia,High,2020-10-18,36.2,138.25,126,-3.12,0.19,70.4,0,0,0,0,60.4,61,59.0,36.9,1.2,4.6,0.0,80.9,71437,71.5,96.6,8.164761904761905,16.85,0,84.68702380952381,0.12017857142857132,0.35
3688,JPN,Japan,East Asia,High,2020-10-25,36.2,138.25,126,-2.6,0.36,53.5,0,0,0,0,44.6,48,63.0,37.1,3.4,21.3,0.0,83.5,71437,74.0,95.1,5.7819642857142854,14.44,0,81.925,0.15297619047619054,0.82
3689,JPN,Japan,East Asia,High,2020-11-01,36.2,138.25,126,-2.49,-0.22,56.9,0,0,0,0,47.9,71,57.6,33.9,2.2,19.7,0.0,82.6,71544,69.7,100.0,5.879464285714286,15.48,0,81.9122619047619,0.20053571428571434,0.62
3690,JPN,Japan,East Asia,High,2020-11-08,36.2,138.25,126,-9.0,-0.55,0.0,0,0,0,0,37.0,45,60.3,27.3,5.2,22.4,0.0,82.2,71544,73.7,98.3,3.7943452380952385,13.01,0,84.67672619047619,0.1118452380952379,0.36
3691,JPN,Japan,East Asia,High,2020-11-15,36.2,138.25,126,-3.34,0.1,71.8,0,0,0,0,61.6,102,71.6,24.7,13.3,11.6,0.0,81.3,71544,85.0,100.0,8.201547619047618,17.32,0,87.9039880952381,0.14690476190476187,0.62
3692,JPN,Japan,East Asia,High,2020-11-22,36.2,138.25,126,0.97,0.22,31.2,0,0,0,0,59.2,83,65.6,31.3,7.1,22.8,0.0,85.7,71544,71.8,98.7,4.526785714285714,12.6,0,86.64857142857143,0.17744047619047634,1.01
3693,JPN,Japan,East Asia,High,2020-11-29,36.2,138.25,126,-2.71,0.11,4.8,0,0,0,0,76.7,127,74.9,32.3,6.9,18.2,0.0,85.5,71544,75.7,100.0,1.5535119047619048,10.0,0,85.43910714285714,0.08839285714285709,0.23
3694,JPN,Japan,East Asia,High,2020-12-06,36.2,138.25,126,0.02,0.17,63.5,0,0,0,0,3.7,-15,49.9,21.5,4.7,13.8,0.0,84.4,71650,70.9,90.7,1.4748809523809523,8.53,0,84.33208333333334,0.19392857142857142,0.47
3695,JPN,Japan,East Asia,High,2020-12-13,36.2,138.25,126,0.19,-1.04,54.6,0,0,0,0,58.6,82,62.9,25.6,3.6,17.0,0.0,84.0,71650,67.4,100.0,-3.6176190476190477,4.35,0,84.25279761904761,0.09142857142857133,0.46
3696,JPN,Japan,East Asia,High,2020-12-20,36.2,138.25,126,2.57,-0.2,61.3,0,0,0,0,42.0,76,74.6,26.7,4.9,17.1,2.4,86.5,71650,72.3,99.6,-3.2464285714285714,3.95,0,85.97994047619048,0.11517857142857132,0.79
3697,JPN,Japan,East Asia,High,2020-12-27,36.2,138.25,126,4.02,-0.27,78.2,0,0,0,0,40.0,45,59.7,34.4,8.3,22.9,5.4,85.1,71650,71.0,97.0,-3.072619047619048,6.81,0,85.15803571428572,0.16934523809523808,0.57
3698,JPN,Japan,East Asia,High,2021-01-03,36.2,138.25,126,0.52,-0.21,115.2,0,0,0,0,24.7,47,53.8,31.7,0.4,24.7,0.0,83.4,71757,63.2,100.0,-5.675238095238096,2.0,0,85.3185119047619,0.10654761904761913,0.54
3699,JPN,Japan,East Asia,High,2021-01-10,36.2,138.25,126,4.16,0.91,108.8,0,0,0,0,27.0,38,68.8,29.7,9.3,16.1,0.0,78.1,71757,75.4,100.0,-3.64327380952381,6.65,0,88.74321428571429,0.20273809523809513,0.96
3700,JPN,Japan,East Asia,High,2021-01-17,36.2,138.25,126,5.5,-0.43,115.5,0,0,0,0,79.9,128,66.4,32.3,4.8,17.9,2.0,76.2,71757,70.5,99.7,-3.1457738095238095,6.92,0,84.47678571428571,0.13416666666666668,0.43
3701,JPN,Japan,East Asia,High,2021-01-24,36.2,138.25,126,6.67,0.05,106.5,0,0,0,0,0.0,8,50.3,32.7,0.1,12.1,0.0,83.0,71757,70.7,98.3,-3.0927380952380954,4.53,0,89.61845238095238,0.15107142857142858,0.71
3702,JPN,Japan,East Asia,High,2021-01-31,36.2,138.25,126,4.69,-0.48,25.5,0,0,0,0,47.1,47,69.3,29.8,7.6,25.3,1.5,83.6,71757,71.1,94.9,-2.778690476190476,5.59,0,82.89279761904761,0.1424404761904762,0.47
3703,JPN,Japan,East Asia,High,2021-02-07,36.2,138.25,126,8.5,0.89,120.4,0,0,0,0,49.8,67,64.9,44.5,5.8,23.9,18.0,82.4,71864,67.2,100.0,-2.0414880952380954,9.1,0,83.21184523809524,0.17428571428571432,0.98
3704,JPN,Japan,East Asia,High,2021-02-14,36.2,138.25,126,13.08,0.85,130.3,1,0,0,1,60.1,80,87.2,31.2,6.2,14.7,31.9,84.4,71864,78.2,100.0,-2.013333333333333,11.57,0,82.51470238095237,0.1544642857142858,1.13
3705,JPN,Japan,East Asia,High,2021-02-21,36.2,138.25,126,9.42,0.17,101.1,0,0,0,0,80.6,123,84.3,38.4,5.0,23.9,13.1,82.0,71864,71.0,98.5,-0.9952380952380951,10.79,0,78.24494047619048,0.21125000000000005,1.26
3706,JPN,Japan,East Asia,High,2021-02-28,36.2,138.25,126,9.04,-0.15,93.8,1,0,0,1,22.3,20,56.8,26.4,1.9,16.6,20.7,81.9,71864,70.7,98.5,1.9458333333333335,14.22,0,84.49505952380953,0.1527380952380954,0.51
3707,JPN,Japan,East Asia,High,2021-03-07,36.2,138.25,126,11.88,0.32,121.4,0,0,0,0,21.6,29,62.5,26.2,6.5,24.0,13.1,85.2,71970,72.0,100.0,2.3966666666666665,11.03,0,81.62755952380952,0.15130952380952384,0.36
3708,JPN,Japan,East Asia,High,2021-03-14,36.2,138.25,126,11.02,0.83,181.4,2,0,0,2,24.1,16,46.9,31.4,5.8,17.3,39.1,84.7,71970,56.5,100.0,3.7060119047619047,14.14,0,71.95708333333334,0.23553571428571432,0.71
3709,JPN,Japan,East Asia,High,2021-03-21,36.2,138.25,126,13.05,0.2,130.2,0,0,0,0,38.4,58,65.8,27.7,5.7,25.1,22.4,84.6,71970,70.6,85.5,3.9226190476190474,16.79,0,78.73386904761905,0.25761904761904747,0.65
3710,JPN,Japan,East Asia,High,2021-03-28,36.2,138.25,126,11.21,-0.41,117.9,0,0,0,0,43.1,87,63.9,27.6,7.9,26.0,19.3,83.8,71970,75.1,98.9,8.89642857142857,17.53,0,77.56892857142857,0.46208333333333357,1.6
3711,JPN,Japan,East Asia,High,2021-04-04,36.2,138.25,126,14.37,0.39,112.7,0,0,0,0,38.3,74,74.3,22.7,0.0,15.9,24.6,79.0,72077,68.1,99.0,4.312738095238095,14.41,0,74.83869047619048,0.2101785714285715,0.7
3712,JPN,Japan,East Asia,High,2021-04-11,36.2,138.25,126,10.08,-0.32,93.7,0,0,0,0,51.2,47,58.4,27.9,8.4,17.1,12.8,85.4,72077,69.6,90.9,6.925238095238096,17.36,0,78.89529761904762,0.17595238095238086,0.52
3713,JPN,Japan,East Asia,High,2021-04-18,36.2,138.25,126,12.31,0.53,193.5,1,0,1,2,0.0,-12,49.6,36.8,0.0,43.1,26.6,79.2,72077,64.0,87.8,7.352083333333334,17.4,0,59.83904761904761,0.23232142857142885,1.1
3714,JPN,Japan,East Asia,High,2021-04-25,36.2,138.25,126,9.56,-0.12,76.8,0,0,0,0,33.5,30,49.8,37.2,3.9,16.3,4.9,85.2,72077,67.7,100.0,7.373154761904762,15.69,0,79.1354761904762,0.30047619047619045,1.31
3715,JPN,Japan,East Asia,High,2021-05-02,36.2,138.25,126,11.94,-0.47,77.9,1,0,0,1,72.7,122,71.2,33.4,1.4,12.1,17.2,81.9,72184,71.3,100.0,8.934880952380952,20.98,0,75.08553571428573,0.31940476190476197,0.54
3716,JPN,Japan,East Asia,High,2021-05-09,36.2,138.25,126,8.22,1.34,104.1,0,0,0,0,73.9,109,67.2,43.8,7.4,18.2,15.5,84.9,72184,82.6,96.4,11.57154761904762,22.71,0,76.65857142857142,0.32767857142857143,0.94
3717,JPN,Japan,East Asia,High,2021-05-16,36.2,138.25,126,8.33,-0.34,79.8,0,0,0,0,83.8,142,63.1,23.4,4.4,20.8,3.5,84.9,72184,67.0,100.0,15.887321428571429,23.21,0,84.57053571428571,0.4305952380952383,0.92
3718,JPN,Japan,East Asia,High,2021-05-23,36.2,138.25,126,9.36,0.6,139.5,0,0,0,0,27.1,46,63.0,27.4,6.8,17.4,6.0,85.2,72184,69.3,100.0,12.532321428571427,21.01,0,77.42708333333333,0.6113095238095242,1.9
3719,JPN,Japan,East Asia,High,2021-05-30,36.2,138.25,126,2.88,0.32,85.9,0,0,0,0,63.1,95,65.6,30.7,6.0,22.9,0.0,82.4,72184,68.3,100.0,14.696011904761903,22.0,0,74.76946428571429,0.31065476190476166,0.77
3720,JPN,Japan,East Asia,High,2021-06-06,36.2,138.25,126,7.54,-0.49,45.6,0,0,0,0,24.9,27,67.9,33.3,0.0,15.6,12.0,85.5,72290,69.5,100.0,17.74875,24.33,0,68.21255952380952,0.46315476190476185,1.74
3721,JPN,Japan,East Asia,High,2021-06-13,36.2,138.25,126,5.38,0.04,90.8,0,0,0,0,20.7,45,63.6,32.5,5.7,13.2,6.7,79.6,72290,70.6,100.0,16.55047619047619,22.65,0,83.80059523809524,0.4270238095238093,1.39
3722,JPN,Japan,East Asia,High,2021-06-20,36.2,138.25,126,3.54,-0.66,81.3,0,0,0,0,0.2,18,61.0,25.9,2.0,10.7,0.0,89.2,72290,73.1,96.1,16.848214285714285,23.11,0,78.49910714285714,0.5664285714285711,1.16
3723,JPN,Japan,East Asia,High,2021-06-27,36.2,138.25,126,7.01,0.13,69.2,0,0,0,0,31.9,72,53.0,35.3,5.1,21.9,3.4,81.5,72290,68.3,99.9,18.012261904761903,26.19,0,87.43297619047618,0.44422619047619044,0.97
3724,JPN,Japan,East Asia,High,2021-07-04,36.2,138.25,126,5.57,-0.25,61.0,0,0,0,0,81.8,140,90.4,19.2,5.6,18.8,1.8,83.9,72397,71.6,98.4,20.120654761904763,25.5,0,88.53386904761905,0.5223809523809523,1.37
3725,JPN,Japan,East Asia,High,2021-07-11,36.2,138.25,126,8.91,0.29,84.3,0,0,0,0,63.7,86,74.2,30.3,13.7,16.1,15.4,82.1,72397,79.2,86.1,19.727619047619047,26.54,0,83.25279761904761,0.37821428571428545,0.79
3726,JPN,Japan,East Asia,High,2021-07-18,36.2,138.25,126,4.23,-0.99,104.6,0,0,0,0,47.3,94,61.2,26.4,1.5,17.2,0.0,81.1,72397,67.1,100.0,22.475773809523808,27.8,0,79.44345238095238,0.2642857142857143,0.53
3727,JPN,Japan,East Asia,High,2021-07-25,36.2,138.25,126,-4.2,0.25,70.8,0,0,0,0,64.4,97,58.5,38.9,4.0,13.5,0.0,80.7,72397,78.5,86.2,20.906607142857144,25.99,0,85.60363095238095,0.23821428571428568,0.42
3728,JPN,Japan,East Asia,High,2021-08-01,36.2,138.25,126,-0.96,0.27,79.6,0,0,0,0,107.0,144,83.7,24.0,5.7,26.6,0.0,85.9,72503,62.8,100.0,22.325238095238095,28.01,0,82.87886904761905,0.1814880952380953,0.38
3729,JPN,Japan,East Asia,High,2021-08-08,36.2,138.25,126,-3.06,0.54,95.1,0,0,0,0,54.8,104,69.7,31.4,5.9,22.5,0.0,81.8,72503,71.4,99.4,20.45077380952381,27.01,0,87.24571428571429,0.25898809523809535,0.71
3730,JPN,Japan,East Asia,High,2021-08-15,36.2,138.25,126,-4.4,-0.81,36.8,0,0,0,0,37.8,71,72.6,21.7,2.4,15.5,0.0,83.8,72503,66.6,100.0,19.39011904761905,24.24,0,88.40571428571428,0.23,0.51
3731,JPN,Japan,East Asia,High,2021-08-22,36.2,138.25,126,-1.9,-0.1,97.6,0,0,0,0,51.3,70,52.2,32.9,3.1,17.4,0.0,83.2,72503,65.4,97.0,21.300654761904763,28.04,0,82.1160119047619,0.3726785714285715,0.84
